id,type,text1,text2,text3,notes
yna_mine_strike,SHIP_SYSTEM,Teleports three proximity mines to the target area. The mines will slowly track nearby enemy ships and explodes a few seconds after its proximity trigger is activated.,Offensive,Teleports three proximity mines to the target area.,
yna_multifeed,SHIP_SYSTEM,"Briefly accelerates the targeting and coolant systems that handle ballistic and energy emplacements for a short time, safely increasing their damage output but requires a short resting period to be used again.",Offensive,Provides a flux cost reduction and boost to the rate of fire of all non-missile weapons.,
yna_fluxjet,SHIP_SYSTEM,Engages extra thrusters and opens flux conduits for release to greatly improve the ship's maneuverability and top speed. The opened conduits consequently allows weapons to fire freely and faster for a brief period once additional thrusters are exhausted.,Offensive,"Provides a brief boost to maneuverability and top speed, then switches to increasing flux effiency and rate of fire for non-missile weapons.",
yna_hardener,SHIP_SYSTEM,"Briefly draws heat from reactor, shield and weapon systems to energize the armor plating, increasing damage resistance and armor strength while reducing firing speed.",Defensive,Briefly reduces damage taken while increasing flux dissipation but shuts off shields and reduces weapon firing speed.,
yna_rangefinder,SHIP_SYSTEM,"Activates the ship's active lidar rangefinder to greatly improve its main gun performance with the expense of shutting off most of its defensive weapons and missile systems. If left unused, it passively tracks targets for all of the ship's weapon systems.",Offensive,"Greatly increases the range, rate of fire, and accuracy of the large turret but shuts off other turrets. Increases weapon range moderately if not in use.",
,,,,,
ynadar,FACTION,"Basically a splinter group of the Persean League who, for all intents and purposes, chose to disregard the alliance's grievances towards the Hegemony and pursue their efforts in establishing a foothold for the archeological. Much to the dismay of the League, this group was casted out which consequently allowed their advancement to become slightly ahead of most their peers.

Maintaining the balance between deep exploration and honorary tribute to the lost Domain, the Nexus is poised to discover secrets and share what they know to the sector and vowed to find away to rid of entities beyond the Persean sector's control, with the Jandori Shipwright department being the head of this pioneering campaign.

Not fond of their exploratorium doctrine, many corporate factions akin to Tri-Tachyon see such a faction as a threat to their monopoly despite the Hegemony's lax of control over the far distant colonies Ynadar has settled in. On the other hand, the Nexus is seen more as a fettered oracle in the perspective of the Church as such knowledge would otherwise fell through deft ears, as omens that tell the future of humanity.

No one knows what else would lie in the void more than what the Ynadar Nexus know.",,,
,,,,,
yna_planet_kalor,CUSTOM,"A frustratingly harsh planet with meager resources up for grabs for the Alliance. Pathers tend to look in to this planet for some reason. Other than that, a simple rock planet with shiny rocks and an industry where said rocks are molten down for processing and shipping to the Ynadar capital, Jandor.",,,
yna_planet_skulato,CUSTOM,"A burning wasteland left untouched by Ynadar forces. Not as a solid reminder of some silly mistake by weapons of great destruction or by infighting that went horribly wrong. It's just a dead planet without anything particularly remarkable about its horrible state. And no, it has no relics inside.",,,
yna_planet_jandor,CUSTOM,"Nothing too interesting about the Ynadar capital, Jandor. A fortified world, with a strong industry handle maintaining the exploration armada of the Nexus. Ore is also processed here to ease construction of its advanced ships as space elevators lift and bring down materials in accord. Its farmlands are heavily catered by automation brought from the spoils of deep space scavanging. Large weapon batteries are visible on the surface, pointed at anything that isn't scanned by onlooking patrol.",,"Its modest spaceport on the surface floor is fairly unusual however. For the most part, security are not particularly phased about glowing machinery being departed from several freighters and even from some eager frigates. Faces here are awfully familiar, Hegemony, League and even Sindrians share their hands as crew before their leave on the golden ships. Some Oculians also appear here but not for very long, while Lanestate unioners laugh at the sight of the admiral who just arrived here, probably you perhaps.",
yna_planet_hekosi,CUSTOM,"Unlike its close-to-the-sun sibling Kalor, Hekosi is a kind yet cold planet. While ore is particularly less interesting in the mines, it possesses the much needed volatiles that can be harvested by hand so safely that it becomes a virtually irreplacable for a home. Its been closely regarded as a second home planet for Ynadar, enough that retirerees tend to live the rest of their lives on this planet. They would even come up with hobbies that can be sold for the rest of the system.",,,
yna_planet_miran_a,CUSTOM,"Most of the newcomers and the slightly belligerent set up shop on this moon. With a military standing and a less than spectacular mining operation, Miran a is a base. A simple base where it holds as a threshold between actually signing up for the exploration armada or leaving, since it has its own fuel production here.",,,
