id,type,text1,text2,text3,notes
csp_mjhonir_armR,WEAPON,"Downscaled Mjolnir system designed to fit inside a Cetan's arm. Due to the numerous modifications performed to the weapon, it lost most of its firepower and EMP charge but is cheaper in flux cost than its full scale counterpart. This variant is designed to take up the right arm of the Lion's Guard Cetan.",,,
csp_piliumarm,WEAPON,"A Pilum LRM Launcher, installed into a Cetan arm. Used primarily by the Lion guard to give a support option to their Cetans.",,,
csp_breacharm,WEAPON,"Modified Breach SRM pod, installed in a Cetan's arm. The modifications drastically reduced the ammunition capacity but the designers fitted it with an internal autoforge to alleviate the issue.",,,
csp_needlerarm,WEAPON,A Heavy Needler system installed in a Lion Guard Cetan's arm.,,,
csp_autocannonarm,WEAPON,"A pair of Light autocannons, installed in a Motorhead's arm, constructed to provide cheap but still decently reliable anti-shield capabilities.",,,
csp_motorheadbreacharm,WEAPON,"A jury-rigged Breach SRM launcher, installed into a Motorhead's arm. The process of the installing it did not leave much space for ammo but the precariously added-on autoforge keeps it supplied in the long term. ",,,
csp_thumperarm,WEAPON,A Thumper Cannon jury-rigged onto a Motorhead's arm.,,,
csp_irpulsearm,WEAPON,"A pair of IR Pulse Lasers, jury-rigged together into a single weapon and installed on a Motorhead's arm. ",,,
csp_phasecl,WEAPON,"Installed on the Mako (LG) this heavily modified Proximity Charge Launcher utilizes an autoloader to maintain high rate of fire and a high-capacity magazine fitted with a munitions forge to maintain withering barrages of explosives, given enough time to regenerate.",,,
csp_remnant_plasma,WEAPON,"Found on the arm of a Luminous-class Heavy Droneship Frigate, this Plasma Cannon was downscaled to fit within it. Boasting less firepower per shot and a slightly lighter flux load, it remains a fearsome weapon nonetheless, especially when boosted by its system.",,,
csp_remnant_pulsar,WEAPON,"Found on the arm of a Luminous-class Heavy Droneship Frigate, this Ion Pulser was directly integrated into the housing. More or less identical to its modular counterpart.",,,
csp_remnant_pulseL,WEAPON,"Found on the left arm of a Luminous-class Heavy Droneship Frigate, this weapon system is a twin linked version of the common Pulse Laser. Boasting significantly higher damage per shot with only marginal increase in flux cost but significant firerate loss, solved by installing two of them instead of one, maintaining the firerate of the original.",,,
csp_remnant_pulseR,WEAPON,"Found on the right arm of a Luminous-class Heavy Droneship Frigate, this weapon system is a twin linked version of the common Pulse Laser. Boasting significantly higher damage per shot with only marginal increase in flux cost but significant firerate loss, solved by installing two of them instead of one, maintaining the firerate of the original.",,,
csp_remnant_dualamb,WEAPON,"Found on the arm of a Luminous-class Heavy Droneship Frigate, the Dual Antimatter Blaster is a terrifying weapon. A tandem firing pair of AMBs ensures that, while ruinously stressful on the ship's flux grid, it is moreso on whatever happens to be hit by the twin bolts of devastation. Twice as flux intensive as its small mount version for obvious reasons, the expanded housing allows for ammo regeneration albeit at very slow pace but ensures its longevity over the course of a battle.",,,
csp_remnant_locust,WEAPON,"Found on the arm of a Luminous-class Heavy Droneship Frigate, the Dragonfly SRM Launcher fires modified Locusts bearing an energy payload. An autoloader ensures rapid followup salvoes while an integrated autoforge guarantees that it will still be able to fire for as long as the battle goes on. While lacking the sheer volume of fire of the Locust SRM, the energy damage payload allows it to deal respectable damage to both armor and shields and be particularly effective against lightly armored targets, namely most frigates and destroyers and light cruisers. ",,,
csp_heavy_rifle,WEAPON,"Found on the Luster-class Drone Catraphract, the Rynex is a tremendously potent pulse laser rifle that boasts admirable efficiency for an energy weapon but pays for it with anemic firerate and extremely small magazine capcity, making it best paired with a high firerate pressure weapon to pace with its devastating shots.",,,
csp_bazooka,WEAPON,"A pretty straightforward weapon, the BS-04 is a magazine loaded, medium capacity rocket launcher equipped on the Luster-class Cataphract that fires dumbfire rockets with a chemical charge about half as potent as an Atropos-class torpedo, albeit with significantly higher velocity.",,,
csp_Ionsmg,WEAPON,"A very downscaled Ion Pulser mount to the arm of a Luster-class Drone Cataphract, the Ion Trace SMG is an effective weapon for bursting down weakened targets and disabling stronger targets to allow for supporting ships to engage with less fear of retribution. The price of downscaling includes a weaker per-shot damage, drastically smaller magazine and drastically weaker EMP output per shot.",,,
csp_sabot_shotgun,WEAPON,"A twin barreled high caliber slug shotgun found on the arm of a Luster-class Drone Cataphract, this weapon delivers a very heavy kinetic payload with an equally long reload time.",,,
csp_missile_launcher_L,WEAPON,"A missile launcher on the left arm of a Luster-class Drone Cataphract, the Micro MIRV launches a main missile that splits into micro missiles when near the target. Effective against frigates, destroyers and fighter wings.",,,
csp_missile_launcher_R,WEAPON,"A missile launcher on the right arm of a Luster-class Drone Cataphract, the Micro MIRV launches a main missile that splits into micro missiles when near the target. Effective against frigates, destroyers and fighter wings.",,,
csp_lusterhead,WEAPON,"A PD Burst Laser equipped on the head of the Luster-class Drone Cataphract, this weapon is slightly weaker overall than its modular counterpart but serves as a decent PD option nonetheless",,,
csp_machinegunrifle,WEAPON,"A Heavy Machine gun turned into a holdable rifle for strikecraft, it doesnt have as much firepower as it normally does but it shoots much farther to compensate",,,
csp_mjoniorlowtecharm,WEAPON,"A superdownsized Mjonior cannon for strikecraft, the power isnt even close to its large counterpart's power but one of the few sources of energy damages a strikecraft has in the ballistic department.",,,
csp_phasechargearm,WEAPON,The Dual purpose use of the Proxmity Charge launcher gives great uility to any strikecraft with it.,,,
csp_rynexarm,WEAPON,"A Normal Pulse laser in Rifile form, not much different from its normal counterpart. ",,,
csp_swarmeram,WEAPON,"A Swarmer SRM built into the arm, giving whatever strikecraft the ability to fend off fighters for a time.",,,
csp_assaultrifle,WEAPON,A downsized Hephaestus Assault gun in rifile form. The reduced firepower may at first seem like a big downsize but combined with a reduced flux cost to use along with maintaining some of its range. It fills the gap between a light assault gun and the assault chaingun.,,,
csp_mini_torpedolauncher,WEAPON,"Torpedo arrays built into the Ruination, shoots MIRVs that spilts into a swarm of smaller missiles that overwhelms point defense weaponry. Has a slow autoforge capability to allow making more ammo in prolonged fights",,,
csp_lowtechmech_head,WEAPON,"The head of the Diaz, has 2 vulcans built into give some much needed point defense capability",,,
csp_deputy_head,WEAPON,"A Deputy's head, comes with 2 Vulcans installed into it to provide point defense capabilities",,,
csp_deputy_chaingun,WEAPON,"A twin linked assault chainguns arm used by the deputy, providing the mech a powerful armor shreading capability",,,
csp_deputy_chaingunR,WEAPON,"A twin linked assault chainguns arm used by the deputy, providing the mech a powerful armor shreading capability",,,
csp_deputy_heavymg,WEAPON,"A Heavy Machine gun built into the arm of a Deputy mech, giving the mech point defense and shield breaking capability",,,
csp_deputy_swarmer,WEAPON,"An Arm of the deputy that comes with an expanded version of Swarmer SRMs with autoforge capbility to build more ammo in battle, great for dealing with fighters or smaller ships.",,,
csp_deputy_jackhammer,WEAPON,"A Jackhammer built into a arm of the Deputy, now equipped with an autoforge to provide more ammo during a long fight, the most common pick by pilots when facing against large ships",,,
csp_deputy_miningblaster,WEAPON,"A Mining blaster built into a arm of the Deputy, the only ""high tech"" weapon used by the mech. Otherwise, it performs the same as any other.",,,
csp_anderssonarm,WEAPON,"An Andersson Slag Cannon built-in the arm of the Diaz, serving an powerful point-defense option against missiles and fighters",,,
csp_ftypearm,WEAPON,"A F-Type Mining Blaster built into the arm of the Cetan, an much more rapid fire version of the mining blaster, but still powerful enough to melt throught armor regardless",,,
csp_maglevarm,WEAPON,"A Maglev Mining Generator built into the arm of the Diaz, modified to be able to unleash more shots before the insides are burned out once more and needed to be switched out",,,
csp_improvedhighenergyfocus,SHIP_SYSTEM,Briefly increases Energy weapon damage by 75%.,,,
csp_modifiedfortressshield,SHIP_SYSTEM,"Redirects Power to the shields, greatly increasing the efficiency at which damage is absorbed. This process generates hard flux at a steady rate even if the shields are not taking any fire. Modified to allow weapons to be fired while active.",,,
csp_assaultmode_activate,SHIP_SYSTEM,"Activates assault mode for a short burst of time, giving a boost to the rate of fire of ballistic weapons along with reduced flux cost and increased maneuverability to the ship.",,,
csp_improvedamper,SHIP_SYSTEM,"An improved version of the damper field system, modified to allow the user to be able to shoot their weaponry while it's active in exchange for less duration.",,,
csp_transam,SHIP_SYSTEM,"By using some tech-mined Domain Tech and pushing the flux grid and reactors to their limits, grants the user increased speed, durability and energy weapon damage while also increasing the time dilation on board temporarily before going on a long cooldown to prevent the vessal from burning itself out.",,,
csp_Gunship_Call_in,SHIP_SYSTEM,"Deploys 2 Quant Anti-Fighter Gunships to escort the vessal, providing point defense",,,
csp_forgevats,SHIP_SYSTEM,"An improved version of Missile Autoforge found on the Gryphon, this version can be used more than once but has a very long cooldown.",,,
csp_ravelin_drone_guards,SHIP_SYSTEM,Deploys a Ravelin to your side and escorts the ship. Will focus fire on the ship's target,,,
csp_damper,SHIP_SYSTEM,"An improved version of the damper field system, modified to allow the user to be able to shoot their weaponry while active in exchange for less duration",,,
csp_DamperFeed,SHIP_SYSTEM,Grants fighters a defensive field that reduces the damage they take by 50% while it's active,,,
csp_canisterflak_fighter,SHIP_SYSTEM,"Fires a burst of canister projectiles from integrated launch ports that detonate after a preset distance or proximity with hostiles, dealing High Explosive damage over an area.",,,
csp_mobilize_engage,SHIP_SYSTEM,"Grants moderately increased energy weapon damage, deploys additional fighter craft that can go over the maximum wing size temporarily and increases top speed and maneuverability significantly for a long time with an equally long cooldown period.",,,
csp_Mammofeed,SHIP_SYSTEM,"A smaller verison of the Ammofeed system, takes longer to recharge inbetween uses and less time to use it actively but just as powerful as the bigger version",,,
